id,category,arm,repeat,wall_s,server_prompt_ms,server_predicted_ms,http_calls,scoring_calls,chunk_calls,wasted_tokens,tokens,held_fraction,divergences,correct,analytic_speedup
doc-fix-punctuation,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.8394,824.04,0.0,1,1,0,0,57,1.0,0,pass,14.25
doc-fix-punctuation,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.2008,199.93,0.02,1,0,0,0,57,1.0,0,pass,
fact-irrelevant-row,fact_answer,baseline,0,1.1011,38.2,1061.99,1,0,0,0,83,,,pass,1.0
fact-irrelevant-row,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,3.2133,2465.45,667.33,6,3,3,0,120,0.825,1,pass,3.6364
fact-irrelevant-row,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",0,1.0777,219.49,857.44,1,0,0,0,120,0.825,1,pass,
fact-metric-threshold-crossed,fact_answer,baseline,0,0.8827,38.29,843.71,1,0,0,0,64,,,pass,1.0
fact-metric-threshold-crossed,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,2.3091,2067.0,175.86,5,2,3,0,63,0.8413,2,pass,2.8636
fact-metric-threshold-crossed,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",0,1.0738,223.89,834.94,1,0,0,0,63,0.8413,2,pass,
fact-config-value-changed,fact_answer,baseline,0,0.2248,38.74,185.4,1,0,0,0,14,,,pass,1.0
fact-config-value-changed,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,0.5105,397.04,88.16,2,1,1,0,13,0.6923,1,pass,1.4444
fact-config-value-changed,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.3871,146.08,226.27,1,0,0,0,13,0.6923,1,pass,
