id,category,arm,repeat,wall_s,server_prompt_ms,server_predicted_ms,http_calls,scoring_calls,tokens,held_fraction,divergences,correct,analytic_speedup
fact-third-country-overtakes,fact_answer,entropy_scaled:tau=1.5,2,0.7065,599.61,0.02,15,3,30,0.5333,3,pass,1.0345
fact-change-capital-value,fact_answer,baseline,0,0.4659,17.96,447.35,1,0,31,,,FAIL,1.0
fact-change-capital-value,fact_answer,tau:0.0,0,0.6839,590.2,0.01,13,3,30,0.6,3,FAIL,1.1111
fact-change-capital-value,fact_answer,tau:3.0,0,0.6844,588.94,0.01,13,3,30,0.6,3,FAIL,1.1111
fact-change-capital-value,fact_answer,entropy_scaled:tau=1.5,0,0.681,587.94,0.01,13,3,30,0.6,3,FAIL,1.1111
fact-change-capital-value,fact_answer,baseline,1,0.4661,17.38,448.01,1,0,31,,,FAIL,1.0
fact-change-capital-value,fact_answer,tau:0.0,1,0.6788,585.27,0.01,13,3,30,0.6,3,FAIL,1.1111
fact-change-capital-value,fact_answer,tau:3.0,1,0.6807,587.25,0.01,13,3,30,0.6,3,FAIL,1.1111
fact-change-capital-value,fact_answer,entropy_scaled:tau=1.5,1,0.6798,586.1,0.01,13,3,30,0.6,3,FAIL,1.1111
fact-change-capital-value,fact_answer,baseline,2,0.4667,17.63,448.39,1,0,31,,,FAIL,1.0
fact-change-capital-value,fact_answer,tau:0.0,2,0.6823,588.7,0.01,13,3,30,0.6,3,FAIL,1.1111
fact-change-capital-value,fact_answer,tau:3.0,2,0.6835,586.83,0.01,13,3,30,0.6,3,FAIL,1.1111
fact-change-capital-value,fact_answer,entropy_scaled:tau=1.5,2,0.6868,591.51,0.01,13,3,30,0.6,3,FAIL,1.1111
code-rename-var,code_review,baseline,0,3.4537,17.84,3435.25,1,0,225,,,pass,1.0
code-rename-var,code_review,tau:0.0,0,6.3668,5757.55,0.08,76,11,149,0.4966,11,pass,1.2735
code-rename-var,code_review,tau:3.0,0,5.0619,4753.17,0.04,39,10,273,0.8645,8,pass,3.0674
code-rename-var,code_review,entropy_scaled:tau=1.5,0,6.5518,6021.88,0.07,70,12,167,0.5868,12,pass,1.4153
code-rename-var,code_review,baseline,1,3.3115,17.51,3293.34,1,0,225,,,pass,1.0
code-rename-var,code_review,tau:0.0,1,5.8364,5274.97,0.08,76,11,149,0.4966,11,pass,1.2735
code-rename-var,code_review,tau:3.0,1,5.1861,4870.98,0.04,39,10,273,0.8645,8,pass,3.0674
code-rename-var,code_review,entropy_scaled:tau=1.5,1,7.0309,6468.94,0.07,70,12,167,0.5868,12,pass,1.4153
code-rename-var,code_review,baseline,2,3.3081,17.81,3289.48,1,0,225,,,pass,1.0
code-rename-var,code_review,tau:0.0,2,5.8653,5306.11,0.08,76,11,149,0.4966,11,pass,1.2735
code-rename-var,code_review,tau:3.0,2,5.1133,4805.76,0.04,39,10,273,0.8645,8,pass,3.0674
code-rename-var,code_review,entropy_scaled:tau=1.5,2,6.5971,6065.64,0.07,70,12,167,0.5868,12,pass,1.4153
code-introduce-bug,code_review,baseline,0,1.8602,19.67,1839.85,1,0,114,,,FAIL,1.0
code-introduce-bug,code_review,tau:0.0,0,2.6293,2215.99,0.05,53,3,111,0.5315,3,FAIL,1.5857
code-introduce-bug,code_review,tau:3.0,0,2.4603,2088.38,0.05,51,3,112,0.5536,3,FAIL,1.6471
code-introduce-bug,code_review,entropy_scaled:tau=1.5,0,2.4642,2080.64,0.05,53,3,111,0.5315,3,FAIL,1.5857
code-introduce-bug,code_review,baseline,1,1.7342,17.95,1715.38,1,0,114,,,FAIL,1.0
code-introduce-bug,code_review,tau:0.0,1,2.4534,2069.66,0.05,53,3,111,0.5315,3,FAIL,1.5857
code-introduce-bug,code_review,tau:3.0,1,2.4222,2048.69,0.05,51,3,112,0.5536,3,FAIL,1.6471
code-introduce-bug,code_review,entropy_scaled:tau=1.5,1,2.4676,2077.02,0.05,53,3,111,0.5315,3,FAIL,1.5857
code-introduce-bug,code_review,baseline,2,1.7395,18.24,1720.55,1,0,114,,,FAIL,1.0
code-introduce-bug,code_review,tau:0.0,2,2.4627,2076.81,0.05,53,3,111,0.5315,3,FAIL,1.5857
code-introduce-bug,code_review,tau:3.0,2,2.4323,2057.84,0.05,51,3,112,0.5536,3,FAIL,1.6471
code-introduce-bug,code_review,entropy_scaled:tau=1.5,2,2.4799,2091.38,0.05,53,3,111,0.5315,3,FAIL,1.5857
code-add-guard,code_review,baseline,0,4.2725,17.95,4253.81,1,0,279,,,pass,1.0
code-add-guard,code_review,tau:0.0,0,3.383,2904.69,0.07,65,5,134,0.5224,5,pass,1.5581
code-add-guard,code_review,tau:3.0,0,4.3502,3380.25,0.13,134,3,260,0.4885,3,pass,1.6883
code-add-guard,code_review,entropy_scaled:tau=1.5,0,6.3452,4643.22,0.24,237,3,258,0.0853,3,pass,1.0445
code-add-guard,code_review,baseline,1,4.2739,17.84,4255.38,1,0,279,,,pass,1.0
code-add-guard,code_review,tau:0.0,1,3.3854,2904.16,0.07,65,5,134,0.5224,5,pass,1.5581
code-add-guard,code_review,tau:3.0,1,4.3453,3377.06,0.13,134,3,260,0.4885,3,pass,1.6883
code-add-guard,code_review,entropy_scaled:tau=1.5,1,6.2911,4596.76,0.24,237,3,258,0.0853,3,pass,1.0445
code-add-guard,code_review,baseline,2,4.2001,18.09,4181.27,1,0,279,,,pass,1.0
code-add-guard,code_review,tau:0.0,2,3.3601,2880.68,0.07,65,5,134,0.5224,5,pass,1.5581
code-add-guard,code_review,tau:3.0,2,4.3115,3350.57,0.13,134,3,260,0.4885,3,pass,1.6883
code-add-guard,code_review,entropy_scaled:tau=1.5,2,6.2879,4587.99,0.24,237,3,258,0.0853,3,pass,1.0445
code-reformat-whitespace,code_review,baseline,0,3.5999,18.2,3581.01,1,0,238,,,pass,1.0
code-reformat-whitespace,code_review,tau:0.0,0,6.6446,4805.64,0.26,256,3,278,0.0827,3,pass,1.0651
code-reformat-whitespace,code_review,tau:3.0,0,4.935,3923.7,0.14,140,7,191,0.2723,7,pass,1.117
code-reformat-whitespace,code_review,entropy_scaled:tau=1.5,0,4.9487,3934.67,0.14,140,7,191,0.2723,7,pass,1.117
code-reformat-whitespace,code_review,baseline,1,3.6011,17.72,3582.74,1,0,238,,,pass,1.0
code-reformat-whitespace,code_review,tau:0.0,1,6.6253,4794.67,0.26,256,3,278,0.0827,3,pass,1.0651
code-reformat-whitespace,code_review,tau:3.0,1,4.9333,3921.07,0.14,140,7,191,0.2723,7,pass,1.117
code-reformat-whitespace,code_review,entropy_scaled:tau=1.5,1,4.9347,3920.05,0.14,140,7,191,0.2723,7,pass,1.117
code-reformat-whitespace,code_review,baseline,2,3.5924,18.6,3573.1,1,0,238,,,pass,1.0
code-reformat-whitespace,code_review,tau:0.0,2,6.6572,4820.23,0.26,256,3,278,0.0827,3,pass,1.0651
code-reformat-whitespace,code_review,tau:3.0,2,4.9448,3935.21,0.14,140,7,191,0.2723,7,pass,1.117
code-reformat-whitespace,code_review,entropy_scaled:tau=1.5,2,4.9396,3926.91,0.14,140,7,191,0.2723,7,pass,1.117
code-add-typehints,code_review,baseline,0,2.9935,18.11,2974.76,1,0,199,,,pass,1.0
code-add-typehints,code_review,tau:0.0,0,6.8125,5151.27,0.23,232,4,242,0.0455,4,pass,0.9837
code-add-typehints,code_review,tau:3.0,0,0.7755,754.82,0.0,2,2,109,1.0,0,pass,15.5714
code-add-typehints,code_review,entropy_scaled:tau=1.5,0,3.7463,2904.81,0.12,116,4,170,0.3235,4,pass,1.2319
code-add-typehints,code_review,baseline,1,3.0219,17.74,3003.41,1,0,199,,,pass,1.0
code-add-typehints,code_review,tau:0.0,1,6.7172,5064.67,0.23,232,4,242,0.0455,4,pass,0.9837
code-add-typehints,code_review,tau:3.0,1,0.7658,746.09,0.0,2,2,109,1.0,0,pass,15.5714
code-add-typehints,code_review,entropy_scaled:tau=1.5,1,3.6314,2809.6,0.12,116,4,170,0.3235,4,pass,1.2319
code-add-typehints,code_review,baseline,2,2.8997,17.29,2881.69,1,0,199,,,pass,1.0
code-add-typehints,code_review,tau:0.0,2,6.6626,5019.22,0.23,232,4,242,0.0455,4,pass,0.9837
code-add-typehints,code_review,tau:3.0,2,0.7708,750.59,0.0,2,2,109,1.0,0,pass,15.5714
code-add-typehints,code_review,entropy_scaled:tau=1.5,2,3.6895,2852.92,0.12,116,4,170,0.3235,4,pass,1.2319
code-break-logic,code_review,baseline,0,2.5291,18.03,2510.41,1,0,164,,,FAIL,1.0
code-break-logic,code_review,tau:0.0,0,3.5631,2570.75,0.14,138,1,139,0.0144,1,FAIL,0.9789
code-break-logic,code_review,tau:3.0,0,4.6053,3314.51,0.19,186,2,191,0.0314,2,FAIL,1.0053
code-break-logic,code_review,entropy_scaled:tau=1.5,0,3.4525,2493.57,0.14,138,1,139,0.0144,1,FAIL,0.9789
code-break-logic,code_review,baseline,1,2.4432,17.91,2424.55,1,0,164,,,FAIL,1.0
code-break-logic,code_review,tau:0.0,1,3.4548,2495.15,0.14,138,1,139,0.0144,1,FAIL,0.9789
code-break-logic,code_review,tau:3.0,1,4.7002,3374.91,0.19,186,2,191,0.0314,2,FAIL,1.0053
code-break-logic,code_review,entropy_scaled:tau=1.5,1,3.5712,2584.49,0.14,138,1,139,0.0144,1,FAIL,0.9789
code-break-logic,code_review,baseline,2,2.5494,18.46,2530.27,1,0,164,,,FAIL,1.0
code-break-logic,code_review,tau:0.0,2,3.6265,2619.99,0.14,138,1,139,0.0144,1,FAIL,0.9789
code-break-logic,code_review,tau:3.0,2,4.8065,3454.65,0.19,186,2,191,0.0314,2,FAIL,1.0053
code-break-logic,code_review,entropy_scaled:tau=1.5,2,3.5662,2577.89,0.14,138,1,139,0.0144,1,FAIL,0.9789
doc-typo-fix,doc_summary,baseline,0,1.1421,18.51,1122.87,1,0,74,,,pass,1.0
doc-typo-fix,doc_summary,tau:0.0,0,1.1497,1076.94,0.01,9,3,73,0.8904,2,pass,3.4762
doc-typo-fix,doc_summary,tau:3.0,0,0.9501,908.19,0.01,5,2,72,0.9444,1,pass,5.5385
doc-typo-fix,doc_summary,entropy_scaled:tau=1.5,0,0.9496,907.62,0.01,5,2,72,0.9444,1,pass,5.5385
doc-typo-fix,doc_summary,baseline,1,1.1487,19.01,1129.03,1,0,74,,,pass,1.0
doc-typo-fix,doc_summary,tau:0.0,1,1.1592,1087.04,0.01,9,3,73,0.8904,2,pass,3.4762
doc-typo-fix,doc_summary,tau:3.0,1,0.9584,914.94,0.01,5,2,72,0.9444,1,pass,5.5385
doc-typo-fix,doc_summary,entropy_scaled:tau=1.5,1,0.9575,914.64,0.01,5,2,72,0.9444,1,pass,5.5385
doc-typo-fix,doc_summary,baseline,2,1.1342,17.83,1115.75,1,0,74,,,pass,1.0
doc-typo-fix,doc_summary,tau:0.0,2,1.1555,1084.04,0.01,9,3,73,0.8904,2,pass,3.4762
doc-typo-fix,doc_summary,tau:3.0,2,0.9484,906.17,0.01,5,2,72,0.9444,1,pass,5.5385
doc-typo-fix,doc_summary,entropy_scaled:tau=1.5,2,0.958,915.15,0.01,5,2,72,0.9444,1,pass,5.5385
doc-append-sentence,doc_summary,baseline,0,1.4442,17.73,1425.71,1,0,94,,,pass,1.0
doc-append-sentence,doc_summary,tau:0.0,0,2.1564,1770.85,0.05,53,4,102,0.4902,4,pass,1.3973
doc-append-sentence,doc_summary,tau:3.0,0,1.1404,939.04,0.03,28,2,86,0.686,2,pass,2.15
doc-append-sentence,doc_summary,entropy_scaled:tau=1.5,0,1.8321,1498.87,0.05,46,3,101,0.5545,3,pass,1.629
doc-append-sentence,doc_summary,baseline,1,1.4421,17.91,1423.61,1,0,94,,,pass,1.0
doc-append-sentence,doc_summary,tau:0.0,1,2.1553,1769.45,0.05,53,4,102,0.4902,4,pass,1.3973
doc-append-sentence,doc_summary,tau:3.0,1,1.143,938.23,0.03,28,2,86,0.686,2,pass,2.15
doc-append-sentence,doc_summary,entropy_scaled:tau=1.5,1,1.8348,1500.27,0.05,46,3,101,0.5545,3,pass,1.629
doc-append-sentence,doc_summary,baseline,2,1.4387,18.65,1419.33,1,0,94,,,pass,1.0
doc-append-sentence,doc_summary,tau:0.0,2,2.1564,1767.1,0.05,53,4,102,0.4902,4,pass,1.3973
doc-append-sentence,doc_summary,tau:3.0,2,1.1471,941.15,0.03,28,2,86,0.686,2,pass,2.15
doc-append-sentence,doc_summary,entropy_scaled:tau=1.5,2,1.8305,1496.03,0.05,46,3,101,0.5545,3,pass,1.629
doc-reword-middle,doc_summary,baseline,0,1.2524,18.34,1233.31,1,0,82,,,pass,1.0
doc-reword-middle,doc_summary,tau:0.0,0,0.9493,885.94,0.01,8,2,74,0.9054,1,pass,4.3529
doc-reword-middle,doc_summary,tau:3.0,0,0.9506,887.31,0.01,8,2,74,0.9054,1,pass,4.3529
doc-reword-middle,doc_summary,entropy_scaled:tau=1.5,0,0.9496,885.78,0.01,8,2,74,0.9054,1,pass,4.3529
doc-reword-middle,doc_summary,baseline,1,1.2401,17.8,1221.65,1,0,82,,,pass,1.0
doc-reword-middle,doc_summary,tau:0.0,1,0.9472,884.07,0.01,8,2,74,0.9054,1,pass,4.3529
doc-reword-middle,doc_summary,tau:3.0,1,0.9475,884.06,0.01,8,2,74,0.9054,1,pass,4.3529
doc-reword-middle,doc_summary,entropy_scaled:tau=1.5,1,0.956,892.15,0.01,8,2,74,0.9054,1,pass,4.3529
doc-reword-middle,doc_summary,baseline,2,1.2393,17.98,1220.51,1,0,82,,,pass,1.0
doc-reword-middle,doc_summary,tau:0.0,2,0.9432,880.9,0.01,8,2,74,0.9054,1,pass,4.3529
doc-reword-middle,doc_summary,tau:3.0,2,0.9423,879.6,0.01,8,2,74,0.9054,1,pass,4.3529
doc-reword-middle,doc_summary,entropy_scaled:tau=1.5,2,0.9482,886.01,0.01,8,2,74,0.9054,1,pass,4.3529
doc-append-unrelated,doc_summary,baseline,0,0.8458,18.07,827.13,1,0,56,,,pass,1.0
doc-append-unrelated,doc_summary,tau:0.0,0,1.3796,1114.4,0.04,37,3,56,0.3571,3,pass,1.2174
doc-append-unrelated,doc_summary,tau:3.0,0,0.3257,316.35,0.0,1,1,45,1.0,0,FAIL,15.0
doc-append-unrelated,doc_summary,entropy_scaled:tau=1.5,0,1.3103,1060.99,0.03,34,3,55,0.4,3,pass,1.2791
doc-append-unrelated,doc_summary,baseline,1,0.8483,17.74,829.83,1,0,56,,,pass,1.0
doc-append-unrelated,doc_summary,tau:0.0,1,1.375,1109.78,0.04,37,3,56,0.3571,3,pass,1.2174
doc-append-unrelated,doc_summary,tau:3.0,1,0.3281,318.75,0.0,1,1,45,1.0,0,FAIL,15.0
doc-append-unrelated,doc_summary,entropy_scaled:tau=1.5,1,1.3134,1065.59,0.03,34,3,55,0.4,3,pass,1.2791
doc-append-unrelated,doc_summary,baseline,2,0.8455,17.64,827.23,1,0,56,,,pass,1.0
doc-append-unrelated,doc_summary,tau:0.0,2,1.3785,1110.33,0.04,37,3,56,0.3571,3,pass,1.2174
doc-append-unrelated,doc_summary,tau:3.0,2,0.332,322.6,0.0,1,1,45,1.0,0,FAIL,15.0
doc-append-unrelated,doc_summary,entropy_scaled:tau=1.5,2,1.3119,1063.64,0.03,34,3,55,0.4,3,pass,1.2791
doc-fix-punctuation,doc_summary,baseline,0,0.7422,17.83,723.7,1,0,49,,,FAIL,1.0
doc-fix-punctuation,doc_summary,tau:0.0,0,1.0282,869.23,0.02,22,3,48,0.5625,2,FAIL,1.5
doc-fix-punctuation,doc_summary,tau:3.0,0,0.3291,319.39,0.0,1,1,45,1.0,0,FAIL,15.0
doc-fix-punctuation,doc_summary,entropy_scaled:tau=1.5,0,1.0407,878.91,0.02,22,3,48,0.5625,2,FAIL,1.5
doc-fix-punctuation,doc_summary,baseline,1,0.7523,18.22,733.41,1,0,49,,,FAIL,1.0
doc-fix-punctuation,doc_summary,tau:0.0,1,1.0375,876.82,0.02,22,3,48,0.5625,2,FAIL,1.5
doc-fix-punctuation,doc_summary,tau:3.0,1,0.3315,321.82,0.0,1,1,45,1.0,0,FAIL,15.0
doc-fix-punctuation,doc_summary,entropy_scaled:tau=1.5,1,1.0366,875.09,0.02,22,3,48,0.5625,2,FAIL,1.5
doc-fix-punctuation,doc_summary,baseline,2,0.745,18.08,726.2,1,0,49,,,FAIL,1.0
doc-fix-punctuation,doc_summary,tau:0.0,2,1.0389,878.07,0.02,22,3,48,0.5625,2,FAIL,1.5
doc-fix-punctuation,doc_summary,tau:3.0,2,0.3296,320.15,0.0,1,1,45,1.0,0,FAIL,15.0
doc-fix-punctuation,doc_summary,entropy_scaled:tau=1.5,2,1.037,876.91,0.02,22,3,48,0.5625,2,FAIL,1.5
doc-change-key-fact,doc_summary,baseline,0,1.0121,18.09,993.36,1,0,66,,,pass,1.0
doc-change-key-fact,doc_summary,tau:0.0,0,0.8472,698.1,0.02,20,2,48,0.6042,2,FAIL,1.6
doc-change-key-fact,doc_summary,tau:3.0,0,0.9564,774.2,0.03,25,2,54,0.5556,2,FAIL,1.5429
doc-change-key-fact,doc_summary,entropy_scaled:tau=1.5,0,0.962,779.1,0.03,25,2,54,0.5556,2,FAIL,1.5429
doc-change-key-fact,doc_summary,baseline,1,1.0089,17.84,990.41,1,0,66,,,pass,1.0
doc-change-key-fact,doc_summary,tau:0.0,1,0.8479,701.08,0.02,20,2,48,0.6042,2,FAIL,1.6
doc-change-key-fact,doc_summary,tau:3.0,1,0.9581,776.93,0.03,25,2,54,0.5556,2,FAIL,1.5429
doc-change-key-fact,doc_summary,entropy_scaled:tau=1.5,1,0.9615,778.66,0.03,25,2,54,0.5556,2,FAIL,1.5429
doc-change-key-fact,doc_summary,baseline,2,1.0113,18.08,992.6,1,0,66,,,pass,1.0
doc-change-key-fact,doc_summary,tau:0.0,2,0.8456,698.1,0.02,20,2,48,0.6042,2,FAIL,1.6
doc-change-key-fact,doc_summary,tau:3.0,2,0.9629,779.25,0.03,25,2,54,0.5556,2,FAIL,1.5429
doc-change-key-fact,doc_summary,entropy_scaled:tau=1.5,2,0.9622,780.53,0.03,25,2,54,0.5556,2,FAIL,1.5429
fact-irrelevant-row,fact_answer,baseline,0,0.4776,17.68,459.35,1,0,31,,,FAIL,1.0
fact-irrelevant-row,fact_answer,tau:0.0,0,0.2269,218.14,0.0,1,1,30,1.0,0,FAIL,15.0
fact-irrelevant-row,fact_answer,tau:3.0,0,0.2318,223.21,0.0,1,1,30,1.0,0,FAIL,15.0
fact-irrelevant-row,fact_answer,entropy_scaled:tau=1.5,0,0.2293,220.58,0.0,1,1,30,1.0,0,FAIL,15.0
fact-irrelevant-row,fact_answer,baseline,1,0.4812,18.19,462.37,1,0,31,,,FAIL,1.0
fact-irrelevant-row,fact_answer,tau:0.0,1,0.2327,223.89,0.0,1,1,30,1.0,0,FAIL,15.0
fact-irrelevant-row,fact_answer,tau:3.0,1,0.2275,218.93,0.0,1,1,30,1.0,0,FAIL,15.0
fact-irrelevant-row,fact_answer,entropy_scaled:tau=1.5,1,0.2298,220.9,0.0,1,1,30,1.0,0,FAIL,15.0
fact-irrelevant-row,fact_answer,baseline,2,0.4769,18.47,457.68,1,0,31,,,FAIL,1.0
fact-irrelevant-row,fact_answer,tau:0.0,2,0.2283,219.49,0.0,1,1,30,1.0,0,FAIL,15.0
fact-irrelevant-row,fact_answer,tau:3.0,2,0.2277,219.17,0.0,1,1,30,1.0,0,FAIL,15.0
fact-irrelevant-row,fact_answer,entropy_scaled:tau=1.5,2,0.2344,225.24,0.0,1,1,30,1.0,0,FAIL,15.0
fact-answer-changing-edit,fact_answer,baseline,0,0.4769,18.06,458.26,1,0,31,,,pass,1.0
fact-answer-changing-edit,fact_answer,tau:0.0,0,0.3867,348.66,0.01,5,2,30,0.8667,1,pass,2.7273
fact-answer-changing-edit,fact_answer,tau:3.0,0,0.3909,352.3,0.01,5,2,30,0.8667,1,pass,2.7273
fact-answer-changing-edit,fact_answer,entropy_scaled:tau=1.5,0,0.3862,347.68,0.01,5,2,30,0.8667,1,pass,2.7273
fact-answer-changing-edit,fact_answer,baseline,1,0.4816,18.43,462.41,1,0,31,,,pass,1.0
fact-answer-changing-edit,fact_answer,tau:0.0,1,0.3852,346.82,0.01,5,2,30,0.8667,1,pass,2.7273
fact-answer-changing-edit,fact_answer,tau:3.0,1,0.3885,347.57,0.01,5,2,30,0.8667,1,pass,2.7273
